VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6,PLAN7,PLAN8,PLAN9,PLAN10
270450110,1,6,4,3,3,1,8,1,1,1,1
270450115,1,6,4,3,3,1,8,1,1,1,1
270450120,1,6,4,3,3,1,2,1,1,1,1
270450125,1,6,4,3,3,1,8,1,1,1,1
270450130,1,6,4,3,3,1,8,1,1,1,1
270450135,1,6,4,3,3,1,8,1,1,1,1
270450140,1,6,4,3,3,1,8,1,1,1,1
270450150,1,6,4,3,3,1,8,1,1,1,1
270450155,1,6,4,3,3,1,8,1,1,1,1
270450160,1,6,4,3,3,1,8,1,1,1,1
270450165,1,6,4,3,3,1,2,1,1,1,1
270450175,1,6,4,3,3,1,2,1,1,1,1
270450180,1,6,4,3,3,1,8,1,1,1,1
270450185,1,6,4,3,3,1,8,1,1,1,1
270450190,1,6,4,3,3,1,8,1,1,1,1
270450195,1,6,4,3,3,1,2,1,1,1,1
270470005,1,7,4,3,3,1,2,1,1,1,1
270470010,1,7,4,3,3,1,2,1,1,1,1
270470015,1,7,4,3,3,1,2,1,1,1,1
270470025,1,7,4,3,3,1,2,1,1,1,1
270470035,1,7,4,3,3,1,2,1,1,1,1
270470045,1,7,4,3,3,1,2,1,1,1,1
270470050,1,7,4,3,3,1,2,1,1,1,1
270470060,1,7,4,3,3,1,2,1,1,1,1
270470061,1,7,4,3,3,1,2,1,1,1,1
270470065,1,7,4,3,3,1,2,1,1,1,1
270470070,1,7,4,3,3,1,2,1,1,1,1
270470075,1,7,4,3,3,1,2,1,1,1,1
270470080,1,7,4,3,3,1,2,1,1,1,1
270470085,1,7,4,3,3,1,2,1,1,1,1
270470090,1,7,4,3,3,1,2,1,1,1,1
270470095,1,7,4,3,3,1,2,1,1,1,1
270470100,1,7,4,3,3,1,2,1,1,1,1
270470105,1,7,4,3,3,1,2,1,1,1,1
270470110,1,7,4,3,3,1,2,1,1,1,1
270470115,1,7,4,3,3,1,2,1,1,1,1
270470120,1,7,4,3,3,1,2,1,1,1,1
270470125,1,7,4,3,3,1,2,1,1,1,1
270470130,1,7,4,3,3,1,2,1,1,1,1
270470135,1,7,4,3,3,1,2,1,1,1,1
270470140,1,7,4,3,3,1,2,1,1,1,1
270470145,1,7,4,3,3,1,2,1,1,1,1
270470150,1,7,4,3,3,1,2,1,1,1,1
270470155,1,7,4,3,3,1,2,1,1,1,1
270470160,1,7,4,3,3,1,2,1,1,1,1
270470165,1,7,4,3,3,1,2,1,1,1,1
270470170,1,7,4,3,3,1,2,1,1,1,1
270470175,1,7,4,3,3,1,2,1,1,1,1
270470180,1,7,4,3,3,1,2,1,1,1,1
270470185,1,7,4,3,3,1,2,1,1,1,1
270470190,1,7,4,3,3,1,2,1,1,1,1
270470195,1,7,4,3,3,1,2,1,1,1,1
270470200,1,7,4,3,3,1,2,1,1,1,1
270470205,1,7,4,3,3,1,2,1,1,1,1
270470210,1,7,4,3,3,1,2,1,1,1,1
270470215,1,7,4,3,3,1,2,1,1,1,1
270470220,1,7,4,3,3,1,2,1,1,1,1
270490005,1,6,4,3,3,5,8,2,1,2,2
270490010,1,6,4,3,3,5,8,2,2,2,2
270490015,1,6,4,3,3,5,8,2,1,2,2
270490020,1,6,4,3,3,5,8,2,2,2,2
270490025,1,6,4,3,3,5,8,2,2,2,2
270490030,1,6,4,3,3,5,8,2,2,2,2
270490035,1,6,4,3,3,1,8,2,2,2,2
270490040,1,6,4,3,3,5,8,2,2,2,2
270490045,1,6,4,3,3,5,8,2,2,2,2
270490050,1,6,4,3,3,5,8,2,2,2,2
270490055,1,6,4,3,3,5,8,2,2,2,2
270490060,1,6,4,3,3,5,8,2,2,2,2
270490065,1,6,4,3,3,5,8,2,2,2,2
270490070,1,6,4,3,3,1,8,2,1,2,2
270490075,1,6,4,3,3,1,8,2,1,1,2
270490080,1,6,4,3,3,1,8,2,1,1,2
270490085,1,6,4,3,3,5,8,2,2,2,2
270490090,1,6,4,3,3,5,8,2,2,2,2
270490095,1,6,4,3,3,1,8,2,2,2,2
270490100,1,6,4,3,3,1,8,2,2,2,2
270490105,1,6,4,3,3,1,8,2,1,1,2
270490110,1,6,4,3,3,5,8,2,2,2,2
270490115,1,6,4,3,3,5,8,2,2,2,2
270490125,1,6,4,3,3,5,8,2,2,2,2
270490130,1,6,4,3,3,5,8,2,2,2,2
270490140,1,6,4,3,3,5,8,2,2,2,2
270490145,1,6,4,3,3,5,8,2,2,2,2
270490155,1,6,4,3,3,5,8,2,2,2,2
270490160,1,6,4,3,3,5,8,2,2,2,2
270490170,1,6,4,3,3,1,8,2,2,2,2
270490175,1,6,4,3,3,5,8,2,2,2,2
270490180,1,6,4,3,3,5,8,2,2,2,2
270490185,1,6,4,3,3,5,8,2,2,2,2
270490190,1,6,4,3,3,1,8,2,2,2,2
270490195,1,6,4,3,3,1,8,2,2,2,2
270490200,1,6,4,3,3,5,8,2,2,2,2
270490205,1,6,4,3,3,5,8,2,2,2,2
270490210,1,6,4,3,3,1,8,2,1,1,2
270490215,1,6,4,3,3,1,8,2,1,1,2
270490220,1,6,4,3,3,1,8,2,1,1,2
270510005,7,3,3,2,2,3,7,7,7,7,7
270510010,7,3,3,2,2,3,7,7,7,7,7
270510015,7,3,3,2,2,3,7,7,7,7,7
270510020,7,3,3,2,2,3,7,7,7,7,7
270510025,7,3,3,2,2,3,7,7,7,7,7
270510030,7,3,3,2,2,3,7,7,7,7,7
270510035,7,3,3,2,2,3,7,7,7,7,7
270510040,7,3,3,2,2,3,7,7,7,7,7
270510045,7,3,3,2,2,3,7,7,7,7,7
270510050,7,3,3,2,2,3,7,7,7,7,7
270510055,7,3,3,2,2,3,7,7,7,7,7
270510060,7,3,3,2,2,3,7,7,7,7,7
270510065,7,3,3,2,2,3,7,7,7,7,7
270510070,7,3,3,2,2,3,7,7,7,7,7
270510075,7,3,3,2,2,3,7,7,7,7,7
270510080,7,3,3,2,2,3,7,7,7,7,7
270510085,7,3,3,2,2,3,7,7,7,7,7
270510090,7,3,3,2,2,3,7,7,7,7,7
270510095,7,3,3,2,2,3,7,7,7,7,7
270510100,7,3,3,2,2,3,7,7,7,7,7
270510105,7,3,3,2,2,3,7,7,7,7,7
270510110,7,3,3,2,2,3,7,7,7,7,7
270510115,7,3,3,2,2,3,7,7,7,7,7
270530005,3,5,7,5,8,5,5,3,3,3,3
270530010,3,5,7,5,8,5,2,3,3,3,3
270530015,3,8,7,5,4,5,5,3,3,3,3
270530020,3,8,7,5,4,5,2,3,3,3,3
270530025,3,8,7,5,4,5,2,3,3,3,3
270530030,3,8,7,5,4,5,2,3,3,3,3
270530035,3,8,7,5,4,5,2,3,3,3,3
270530036,3,8,7,5,4,5,2,3,3,3,3
270530040,3,8,7,5,4,5,2,3,3,3,3
270530045,3,8,7,5,4,6,2,3,3,3,3
270530050,3,7,7,5,4,6,3,3,3,3,3
270530055,3,8,7,5,4,6,3,3,3,3,3
270530060,3,6,7,5,4,6,3,3,3,3,3
270530065,3,6,7,5,4,6,2,3,3,3,3
270530070,3,6,7,5,4,5,2,2,3,3,3
270530071,3,6,7,5,4,6,2,3,3,3,3
270530075,3,8,7,5,8,5,5,3,3,3,3
270530080,3,8,7,5,4,5,2,3,3,3,3
270530085,3,7,7,5,8,6,3,3,3,3,3
270530090,3,8,7,5,8,6,5,3,3,3,3
270530095,3,8,7,5,8,5,5,3,3,3,3
270530100,3,8,7,5,8,5,5,3,3,3,3
270530105,3,8,7,5,4,5,5,3,3,3,3
270530106,3,7,7,5,4,6,3,3,3,3,3
270530107,3,8,7,5,8,5,5,3,3,3,3
270530110,3,8,7,5,8,5,2,2,3,3,3
270530115,3,8,7,5,8,5,5,2,3,3,3
270530120,3,8,7,5,8,5,5,3,3,3,3
270530125,3,8,7,5,8,5,5,3,3,3,3
270530130,3,8,7,5,8,5,5,3,3,3,3
270530131,3,8,7,5,8,5,5,3,3,3,3
270530132,3,8,7,5,8,5,5,3,3,3,3
270530200,5,8,8,7,4,7,6,5,5,5,5
270530205,5,8,8,7,4,7,6,5,5,5,5
270530210,5,8,8,7,4,7,6,5,5,5,5
270530215,5,8,8,7,4,7,6,5,5,5,5
270530220,5,8,8,7,4,7,6,5,5,5,5
270530225,5,8,8,7,4,7,6,5,5,5,5
270530230,5,8,8,7,4,7,6,5,5,5,5
270530300,3,8,8,7,4,7,6,3,3,3,3
270530305,3,8,8,7,4,7,6,3,3,3,3
270530310,3,8,8,7,4,7,6,3,3,3,3
270530315,3,8,8,7,4,7,6,3,3,3,3
270530320,3,8,8,7,4,7,3,3,3,3,3
270530325,3,8,8,7,4,7,3,3,3,3,3
270530330,3,8,8,7,4,7,3,3,3,3,3
270530335,3,8,8,7,4,7,6,3,3,3,3
270530340,3,8,8,7,4,7,6,3,3,3,3
270530345,3,8,8,7,4,7,6,3,3,3,3
270530350,3,8,8,7,4,7,6,3,3,3,3
270530355,3,8,8,7,4,7,6,3,3,3,3
270530360,3,2,8,7,4,7,6,3,3,3,3
270530362,3,8,8,7,4,7,6,3,3,3,3
270530365,3,2,8,7,4,7,6,3,3,3,3
270530370,3,2,8,7,4,7,6,3,3,3,3
270530375,3,2,8,7,4,7,6,3,3,3,3
270530395,3,8,8,7,4,7,6,3,3,3,3
270530397,3,8,8,7,4,7,6,3,3,3,3
270530400,3,8,8,7,4,7,6,3,3,3,3
270530405,3,8,8,7,4,7,6,3,3,3,3
270530410,3,8,8,7,4,7,6,3,3,3,3
270530415,3,8,8,7,4,7,3,3,3,3,3
270530420,3,8,8,7,4,6,3,3,3,3,3
270530450,3,8,7,7,4,4,3,3,3,3,3
270530455,3,8,7,7,4,4,3,3,3,3,3
270530460,3,8,7,7,4,4,3,3,3,3,3
270530465,3,8,7,7,4,7,6,3,3,3,3
270530485,3,7,7,5,4,6,7,3,3,3,3
270530500,3,1,8,7,4,6,3,3,3,3,3
270530505,3,1,8,7,4,6,3,3,3,3,3
270530510,3,3,8,7,4,6,3,3,3,3,3
270530550,5,8,8,7,8,7,3,5,5,5,5
270530555,5,8,8,7,8,6,5,5,5,5,5
270530557,5,8,8,7,8,6,5,5,5,5,5
270530560,5,8,8,7,8,7,5,5,5,5,5
270530565,5,8,8,7,8,7,5,5,5,5,5
270530567,5,8,8,7,8,7,5,5,5,5,5
270530570,5,8,8,7,4,7,6,5,5,5,5
270530575,5,8,8,7,4,7,5,5,5,5,5
270530577,5,8,8,7,8,7,5,5,5,5,5
270530585,5,8,8,7,4,7,6,5,5,5,5
270530590,5,8,8,7,4,7,6,5,5,5,5
270530640,3,1,7,8,4,4,3,3,3,3,3
270530645,3,1,7,8,4,4,3,3,3,3,3
270530650,3,1,7,8,4,4,3,3,3,3,3
270530675,3,7,7,7,4,6,3,3,3,3,3
270530680,3,7,7,7,4,6,3,3,3,3,3
270530690,3,7,7,5,4,6,7,3,3,3,3
270530695,3,7,7,5,4,6,3,3,3,3,3
270530700,3,7,7,5,4,6,3,3,3,3,3
270530705,3,7,7,5,4,6,7,3,3,3,3
270530710,3,7,7,5,4,6,7,3,3,3,3
270530715,3,7,7,5,4,6,7,3,3,3,3
270530720,3,7,7,5,4,6,3,3,3,3,3
270530725,3,7,7,5,8,6,3,3,3,3,3
270530730,3,7,7,5,4,6,7,3,3,3,3
270530735,3,7,7,5,4,6,3,3,3,3,3
270530740,3,7,7,5,4,6,3,3,3,3,3
270530745,3,7,7,5,4,6,3,3,3,3,3
270530750,3,6,7,5,4,6,7,3,3,3,3
270530755,3,6,7,5,4,6,7,3,3,3,3
270530760,3,7,7,5,4,6,7,3,3,3,3
270530765,3,6,7,5,4,6,7,3,3,3,3
270530770,3,6,7,5,4,6,3,3,3,3,3
270530775,3,7,7,5,4,6,3,3,3,3,3
270530780,3,6,7,5,4,6,7,3,3,3,3
270530785,3,6,7,5,4,6,7,3,3,3,3
270530850,3,7,7,5,8,6,3,3,3,3,3
270530855,3,7,7,5,8,6,3,3,3,3,3
270530860,3,7,7,5,8,6,3,3,3,3,3
270530865,5,8,7,5,8,7,5,5,5,5,5
270530870,5,8,7,5,8,7,5,5,5,5,5
270530875,3,7,7,5,8,6,3,3,3,3,3
270530880,3,7,7,5,8,6,3,3,3,3,3
270530885,3,7,7,5,8,6,5,3,3,3,3
270530890,5,8,7,5,8,5,5,5,5,5,5
270530895,3,8,7,5,8,5,3,5,5,5,5
270530900,3,7,7,5,8,6,3,3,3,3,3
270530905,3,7,7,5,8,6,3,3,3,3,3
270530910,3,8,7,5,8,5,3,3,3,3,3
270530915,3,8,7,5,8,5,3,3,3,3,3
270530920,5,8,7,5,8,5,5,5,5,5,5
270530925,3,7,7,5,8,6,3,3,3,3,3
270530930,3,8,7,5,8,5,3,3,3,3,3
270530935,3,8,7,5,8,5,5,3,3,3,3
270530940,3,8,7,5,8,5,3,3,3,3,3
270530945,3,7,7,5,8,6,3,3,3,3,3
270530965,3,7,7,7,4,6,3,3,3,3,3
270530975,5,8,7,5,8,5,5,5,5,5,5
270530985,5,8,8,7,8,7,5,5,5,5,5
270530990,5,8,8,7,8,7,3,5,5,5,5
270531000,5,8,8,7,8,7,3,5,5,5,5
270531005,5,8,8,7,8,7,3,5,5,5,5
270531010,5,8,8,7,8,7,3,5,5,5,5
270531015,5,8,8,7,8,6,3,5,5,5,5
270531020,5,8,8,7,8,6,5,5,5,5,5
270531025,5,8,8,7,8,6,6,5,5,5,5
270531050,3,3,7,7,4,6,3,3,3,3,3
270531065,3,7,7,7,4,6,3,3,3,3,3
270531080,6,1,8,7,4,4,3,6,6,6,6
270531110,3,7,7,5,8,6,6,5,5,5,5
270531115,3,7,7,5,8,6,6,5,5,5,5
270531120,3,7,7,5,8,6,3,5,5,5,5
270531125,3,7,7,5,8,6,6,5,5,5,5
270531130,3,7,7,7,8,6,6,5,5,5,5
270531135,3,7,7,5,8,6,3,5,5,5,5
270531150,3,3,7,7,4,6,3,3,3,3,3
270531160,3,3,7,7,4,6,3,3,3,3,3
270531170,3,3,7,7,4,6,3,3,3,3,3
270531190,3,8,8,7,4,6,3,3,3,3,3
270531195,3,8,8,7,4,6,6,3,3,3,3
270531200,3,1,8,7,4,6,6,3,3,3,3
270531205,3,1,8,7,4,6,6,3,3,3,3
270531210,3,1,8,7,4,6,6,3,3,3,3
270531215,3,1,8,7,4,6,3,3,3,3,3
270531220,3,1,8,7,4,6,6,3,3,3,3
270531225,3,1,8,7,4,6,3,3,3,3,3
270531230,3,1,8,7,4,6,6,3,3,3,3
270531235,3,1,8,7,4,6,6,3,3,3,3
270531240,3,1,8,7,4,6,6,3,3,3,3
270531245,3,8,8,7,4,6,6,3,3,3,3
270531250,3,8,8,7,4,6,6,3,3,3,3
270531255,3,8,8,7,4,6,6,3,3,3,3
270531260,3,8,8,7,4,6,6,3,3,3,3
270531265,3,1,8,7,4,6,6,3,3,3,3
270531270,3,1,8,7,4,6,6,3,3,3,3
270531275,3,8,8,7,4,6,6,3,3,3,3
270531280,3,1,8,7,4,6,6,3,3,3,3
270531285,3,1,8,7,4,6,6,3,3,3,3
270531290,3,3,8,7,4,6,6,3,3,3,3
270531295,3,1,8,7,4,6,6,3,3,3,3
270531300,3,8,8,7,4,6,6,3,3,3,3
270531305,3,8,8,7,4,6,6,3,3,3,3
270531335,3,3,7,7,4,6,3,3,3,3,3
270531345,3,8,7,7,8,6,6,3,3,3,3
270531350,3,3,7,7,4,6,3,3,3,3,3
270531355,3,3,7,7,4,6,3,3,3,3,3
270531360,5,4,8,7,8,7,6,5,5,5,5
270531365,5,4,8,7,8,7,6,5,5,5,5
270531370,5,4,8,7,8,7,5,5,5,5,5
270531375,5,4,8,7,8,7,5,5,5,5,5
270531380,5,4,8,7,8,7,5,5,5,5,5
270531385,5,4,8,7,8,7,5,5,5,5,5
270531390,5,4,8,7,8,7,5,5,5,5,5
270531395,5,4,8,7,8,7,5,5,5,5,5
270531400,5,4,8,7,8,7,5,5,5,5,5
270531405,5,4,8,7,8,7,6,5,5,5,5
270531410,5,4,8,5,8,7,5,5,5,5,5
270531415,5,4,8,5,8,7,5,5,5,5,5
270531420,5,4,8,7,8,7,5,4,5,5,5
270531425,5,4,8,7,8,7,5,5,5,5,5
270531430,5,4,8,7,8,7,5,5,5,5,5
270531435,5,4,8,5,8,7,5,5,5,5,5
270531440,5,4,8,7,8,7,5,5,5,5,5
270531445,5,4,8,5,8,7,5,5,5,5,5
270531450,5,4,8,5,8,7,5,5,5,5,5
270531455,5,4,8,7,8,7,5,5,5,5,5
270531456,5,4,8,5,8,7,5,5,5,5,5
270531460,5,4,8,7,8,7,5,5,5,5,5
270531465,5,4,8,7,8,7,5,5,5,5,5
270531470,5,4,8,7,8,7,5,5,5,5,5
270531475,5,4,8,7,8,7,5,5,5,5,5
270531480,5,4,8,7,8,7,5,5,5,5,5
270531485,5,4,8,7,8,7,5,5,5,5,5
270531490,5,8,8,7,8,7,5,5,5,5,5
270531495,5,8,8,7,8,7,5,5,5,5,5
270531500,5,4,8,7,8,7,5,5,5,5,5
270531501,5,4,8,7,8,7,5,5,5,5,5
270531502,5,8,8,7,8,7,5,5,5,5,5
270531503,5,8,8,7,8,7,5,5,5,5,5
270531504,5,4,8,7,8,7,5,5,5,5,5
270531505,5,8,8,7,4,7,6,5,5,5,5
270531510,5,8,8,7,4,7,6,5,5,5,5
270531515,5,8,8,7,8,7,6,5,5,5,5
270531520,5,8,8,7,8,7,6,5,5,5,5
270531525,5,8,8,7,8,7,6,5,5,5,5
270531530,5,8,8,7,8,7,6,5,5,5,5
270531535,5,8,8,7,8,7,6,5,5,5,5
270531540,5,8,8,7,8,7,5,5,5,5,5
270531555,5,8,8,7,8,7,5,5,5,5,5
270531560,5,8,8,7,8,7,6,5,5,5,5
270531565,5,8,8,7,8,7,5,5,5,5,5
270531570,5,8,8,7,8,7,5,5,5,5,5
270531575,5,8,8,7,8,7,5,5,5,5,5
270531580,5,8,8,7,8,7,5,5,5,5,5
270531585,5,8,8,7,8,7,5,5,5,5,5
270531590,5,8,8,7,8,7,5,5,5,5,5
270531595,5,8,8,7,8,7,5,5,5,5,5
270531605,5,4,8,5,8,7,5,5,5,5,5
270531610,5,4,8,5,8,7,5,5,5,5,5
270531615,5,4,8,7,8,7,5,5,5,5,5
270531620,5,8,8,7,8,7,5,5,5,5,5
270531625,5,4,8,5,8,7,5,5,5,5,5
270531630,5,8,8,5,8,7,5,5,5,5,5
270531635,5,8,8,5,8,7,3,5,5,5,5
270531640,5,8,8,5,8,7,5,5,5,5,5
270531642,5,8,8,5,8,7,5,5,5,5,5
270531645,5,8,8,7,8,7,3,5,5,5,5
270531650,5,8,8,5,8,7,3,5,5,5,5
270531655,5,8,8,5,8,7,5,5,5,5,5
270531660,5,8,8,5,8,7,3,5,5,5,5
270531665,5,8,8,5,8,7,5,5,5,5,5
270531670,5,8,8,7,8,7,5,5,5,5,5
270531675,5,8,8,7,8,7,3,5,5,5,5
270531680,5,8,8,7,8,7,5,5,5,5,5
270531685,5,8,8,5,8,7,3,5,5,5,5
270531690,5,8,8,5,8,7,5,5,5,5,5
270531700,5,8,8,5,8,7,3,5,5,5,5
270531705,5,8,8,5,8,7,3,5,5,5,5
270531710,5,8,8,5,8,7,5,5,5,5,5
270531715,5,8,8,5,8,7,5,5,5,5,5
270531720,5,8,8,5,8,7,5,5,5,5,5
270531725,5,8,8,5,8,7,3,5,5,5,5
270531730,5,8,8,5,8,7,3,5,5,5,5
270531735,5,8,8,5,8,7,5,5,5,5,5
270531750,5,8,8,5,8,7,3,5,5,5,5
270531755,5,4,8,5,8,7,5,5,5,5,5
270531760,5,4,8,5,8,7,5,5,5,5,5
270531765,5,4,8,5,8,7,5,5,5,5,5
270531770,5,4,8,5,8,7,5,5,5,5,5
270531775,5,4,8,5,8,7,5,5,5,5,5
270531780,5,8,8,5,8,7,5,5,5,5,5
270531785,5,4,8,5,8,7,5,5,5,5,5
270531790,5,8,8,5,8,7,5,5,5,5,5
270531805,5,8,8,5,8,7,3,5,5,5,5
270531810,5,8,8,5,8,7,3,5,5,5,5
270531815,5,8,8,5,8,7,3,5,5,5,5
270531817,5,8,8,5,8,7,3,5,5,5,5
270531820,5,8,8,5,8,7,3,5,5,5,5
270531825,5,8,8,5,8,7,3,5,5,5,5
270531827,5,8,8,5,8,7,3,5,5,5,5
270531830,5,8,8,5,8,7,3,5,5,5,5
270531835,5,8,8,5,8,7,3,5,5,5,5
270531840,5,8,8,5,8,7,3,5,5,5,5
270531845,5,8,8,5,8,7,3,5,5,5,5
270531850,5,8,8,5,8,7,3,5,5,5,5
270531855,5,8,8,5,8,7,3,5,5,5,5
270531860,5,8,8,5,8,7,5,5,5,5,5
270531865,5,8,7,5,8,7,5,5,5,5,5
270531870,5,8,7,5,8,5,5,5,5,5,5
270531875,5,8,8,5,8,7,5,5,5,5,5
270531880,5,8,7,5,8,7,5,5,5,5,5
270531885,5,8,7,5,8,7,5,5,5,5,5
270531890,5,8,7,5,8,5,5,5,5,5,5
270531895,5,8,7,5,8,7,5,5,5,5,5
270531900,5,8,7,5,8,5,5,5,5,5,5
270531902,5,8,7,5,8,5,5,5,5,5,5
270531905,5,4,8,5,8,7,5,5,5,5,5
270531910,5,4,8,5,8,7,5,5,5,5,5
270531915,5,4,8,5,8,7,5,5,5,5,5
270531920,5,4,8,5,8,7,5,5,5,5,5
270531925,5,8,8,5,8,7,5,5,5,5,5
270531930,5,8,8,5,8,7,5,5,5,5,5
270531935,5,4,8,5,8,7,5,5,5,5,5
270531940,5,8,8,5,8,7,5,5,5,5,5
270531945,5,4,8,5,8,7,5,5,5,5,5
270531950,5,8,7,5,8,5,5,5,5,5,5
270531955,5,8,7,5,8,5,5,5,5,5,5
270531956,5,4,8,5,8,7,5,5,5,5,5
270531957,5,8,7,5,8,7,5,5,5,5,5
270531960,5,8,8,5,8,7,3,5,5,5,5
270531965,5,8,8,5,8,7,3,5,5,5,5
270531970,5,8,8,5,8,7,3,5,5,5,5
270531975,5,8,8,5,8,7,3,5,5,5,5
270531980,5,8,7,5,8,7,5,5,5,5,5
270531985,5,8,7,5,8,7,5,5,5,5,5
270531990,5,8,7,5,8,5,5,5,5,5,5
270531995,5,8,7,5,8,5,5,5,5,5,5
270532000,5,8,7,5,8,5,5,5,5,5,5
270532005,5,8,8,5,8,7,5,5,5,5,5
270532010,5,8,7,5,8,7,5,5,5,5,5
270532015,5,8,7,5,8,7,5,5,5,5,5
270532020,5,8,7,5,8,7,5,5,5,5,5
270532090,3,7,7,5,4,6,3,3,3,3,3
270532095,3,7,7,5,4,6,3,3,3,3,3
270532100,3,7,7,5,8,6,3,3,3,3,3
270532105,3,7,7,5,4,6,3,3,3,3,3
270532110,3,7,7,7,4,6,3,3,3,3,3
270532115,3,7,7,7,8,6,3,3,3,3,3
270532120,3,7,7,7,4,6,6,3,3,3,3
270532125,3,7,7,7,8,6,6,3,3,3,3
270532130,3,7,7,7,8,6,6,3,3,3,3
270532135,3,7,7,7,8,6,6,3,3,3,3
270532140,3,7,7,7,8,6,6,3,3,3,3
270532145,3,7,7,7,4,6,6,3,3,3,3
270532150,3,3,7,7,4,6,3,3,3,3,3
270532155,3,7,7,7,4,6,3,3,3,3,3
270532160,3,7,7,7,4,6,3,3,3,3,3
270532165,3,7,7,7,4,6,3,3,3,3,3
270532170,3,7,7,7,4,6,7,3,3,3,3
270532185,3,7,7,7,4,6,3,3,3,3,3
270532190,3,7,7,5,4,6,7,3,3,3,3
270532195,3,7,7,5,4,6,7,3,3,3,3
270532200,3,7,7,5,4,6,7,3,3,3,3
270532205,3,7,7,5,4,6,7,3,3,3,3
270532210,3,7,7,5,4,6,7,3,3,3,3
270532230,3,7,7,7,4,6,3,3,3,3,3
270532240,3,7,7,7,4,6,3,3,3,3,3
270532245,3,7,7,7,4,6,3,3,3,3,3
270532247,3,7,7,7,4,6,7,3,3,3,3
270532248,3,7,7,7,4,6,7,3,3,3,3
270532250,3,7,7,7,4,6,3,3,3,3,3
270532255,3,7,7,7,4,6,3,3,3,3,3
270532260,3,7,7,7,4,6,3,3,3,3,3
270532265,3,7,7,7,4,6,3,3,3,3,3
270532290,5,8,8,7,8,6,3,5,5,5,5
270532295,5,8,8,7,8,6,5,5,5,5,5
270532300,5,8,8,7,4,6,5,5,5,5,5
270532310,5,8,8,7,4,6,5,5,5,5,5
270532315,5,8,8,7,4,7,5,5,5,5,5
270532320,5,8,8,7,4,6,5,5,5,5,5
270532330,5,8,8,7,4,7,6,5,5,5,5
270532335,5,8,8,7,4,7,5,5,5,5,5
270532355,3,3,7,7,4,6,3,3,3,3,3
270532360,3,7,7,7,4,6,3,3,3,3,3
270532365,3,7,7,7,4,6,3,3,3,3,3
270532370,3,3,7,7,4,6,3,3,3,3,3
270532385,3,8,8,7,4,6,3,3,3,3,3
270532400,3,3,8,7,4,6,6,3,3,3,3
270532405,3,3,8,7,4,6,6,3,3,3,3
270532410,3,3,8,7,4,6,6,3,3,3,3
270532415,3,3,8,7,4,6,6,3,3,3,3
270532420,3,3,7,7,4,6,3,3,3,3,3
270532425,3,3,7,7,4,6,3,3,3,3,3
270532430,3,3,7,7,4,6,3,3,3,3,3
270532435,3,3,7,7,4,6,3,3,3,3,3
270532440,3,3,7,7,4,6,6,3,3,3,3
270532445,3,3,7,7,4,6,3,3,3,3,3
270532450,3,3,7,7,4,6,3,3,3,3,3
270532455,3,3,7,7,4,6,6,3,3,3,3
270532460,3,3,7,7,4,6,6,3,3,3,3
270532465,3,8,7,7,4,6,6,3,3,3,3
270532470,3,8,7,7,8,6,6,3,3,3,3
270532475,3,8,7,7,4,6,6,3,3,3,3
270532480,3,8,7,7,8,6,6,3,3,3,3
270532485,3,8,8,7,4,6,6,3,3,3,3
270532490,3,8,8,7,4,6,6,3,3,3,3
270532495,3,8,8,7,4,6,6,3,3,3,3
270532500,3,8,8,7,4,6,6,3,3,3,3
270532505,3,8,8,7,4,6,5,3,3,3,3
270532510,3,8,8,7,4,6,5,3,3,3,3
270532575,5,8,7,5,8,5,5,5,5,5,5
270532580,5,8,7,5,8,5,5,5,5,5,5
270532585,5,8,7,5,8,5,5,5,5,5,5
270532590,5,8,7,5,8,5,5,5,5,5,5
270532595,5,8,7,5,8,5,5,5,5,5,5
270532600,5,8,7,5,8,5,5,5,5,5,5
270532605,5,8,7,5,8,5,5,5,5,5,5
270532610,5,8,7,5,8,5,5,5,5,5,5
270532615,5,8,7,5,8,5,5,5,5,5,5
270532645,5,8,8,7,8,7,6,5,5,5,5
270532655,5,8,8,7,8,7,5,5,5,5,5
270532665,5,8,8,7,8,7,5,5,5,5,5
270532675,5,8,8,7,8,7,5,5,5,5,5
270532695,6,3,7,7,4,6,7,6,6,6,6
270532710,3,1,7,7,4,4,3,3,3,3,3
270532715,3,1,8,7,4,4,3,3,3,3,3
270532720,3,7,7,7,4,6,3,3,3,3,3
270532725,3,7,7,7,4,6,7,3,3,3,3
270532730,3,7,7,7,4,6,3,3,3,3,3
270532735,3,7,7,7,4,6,3,3,3,3,3
270532755,3,7,7,7,4,6,3,3,3,3,3
270532765,5,4,8,7,8,7,5,5,5,5,5
270532770,5,4,8,7,8,7,6,5,5,5,5
270532780,3,7,7,7,4,6,3,3,3,3,3
270532790,5,8,7,5,8,7,3,5,5,5,5
270532795,5,8,7,5,8,7,3,5,5,5,5
270532800,5,8,7,5,8,7,3,5,5,5,5
270532805,5,8,7,5,8,6,3,5,5,5,5
270532810,5,8,7,5,8,6,3,5,5,5,5
270532815,5,8,7,5,8,7,3,5,5,5,5
270532820,5,8,7,5,8,7,3,5,5,5,5
270532825,5,7,7,5,8,6,3,5,5,5,5
270532830,5,7,7,5,8,6,6,5,5,5,5
270532835,5,7,7,5,8,6,3,5,5,5,5
