CNTY_WARD,Governor_CONG,Hunter_CONG,Congressmen_CONG,Congressmen_Alt_CONG,Mathematicians_CONG,PMC_CONG
SAWYER|88000|1,7,7,7,7,7,7
SAWYER|88000|2,7,7,7,7,7,7
SHAWANO|1375|1,8,8,8,8,8,8
SHAWANO|1975|1,8,8,8,8,8,8
SHAWANO|1975|2,8,8,8,8,8,8
SHAWANO|1975|3,8,8,8,8,8,8
SHAWANO|2075|1,8,7,8,8,8,8
SHAWANO|2100|1,8,7,8,8,8,8
SHAWANO|5000|1,8,8,8,8,8,8
SHAWANO|6275|1,8,8,8,8,8,8
SHAWANO|6275|2,8,8,8,8,8,8
SHAWANO|6275|3,8,8,8,8,8,8
SHAWANO|7600|1,8,7,8,8,8,8
SHAWANO|7625|1,8,7,8,8,8,8
SHAWANO|8725|1,8,8,8,8,8,8
SHAWANO|8725|2,8,8,8,8,8,8
SHAWANO|9025|1,8,8,8,8,8,8
SHAWANO|13325|1,8,8,8,8,8,8
SHAWANO|22975|1,8,7,8,8,8,8
SHAWANO|24775|1,8,8,8,8,8,8
SHAWANO|28825|1,8,8,8,8,8,8
SHAWANO|28825|2,8,8,8,8,8,8
SHAWANO|30400|1,8,8,8,8,8,8
SHAWANO|30400|2,8,8,8,8,8,8
SHAWANO|31500|1,8,8,8,8,8,8
SHAWANO|31500|2,8,8,8,8,8,8
SHAWANO|31675|1,8,8,8,8,8,8
SHAWANO|33075|1,8,8,8,8,8,8
SHAWANO|34025|1,8,8,8,8,8,8
SHAWANO|34025|2,8,8,8,8,8,8
SHAWANO|36700|1,8,8,8,8,8,8
SHAWANO|43675|1,8,8,8,8,8,8
SHAWANO|43675|2,8,8,8,8,8,8
SHAWANO|48900|1,8,8,8,8,8,8
SHAWANO|49400|4,8,8,8,8,8,8
SHAWANO|49400|5,8,8,8,8,8,8
SHAWANO|49400|6,8,8,8,8,8,8
SHAWANO|50000|1,8,8,8,8,8,8
SHAWANO|54250|1,8,8,8,8,8,8
SHAWANO|55675|1,8,8,8,8,8,8
SHAWANO|61700|1,8,8,8,8,8,8
SHAWANO|65675|4,8,8,8,8,8,8
SHAWANO|65675|7,8,8,8,8,8,8
SHAWANO|66750|1,8,8,8,8,8,8
SHAWANO|66750|2,8,8,8,8,8,8
SHAWANO|67675|1,8,8,8,8,8,8
SHAWANO|67675|2,8,8,8,8,8,8
SHAWANO|67675|3,8,8,8,8,8,8
SHAWANO|72550|1,8,8,8,8,8,8
SHAWANO|72925|1,8,8,8,8,8,8
SHAWANO|72925|2,8,8,8,8,8,8
SHAWANO|72925|3,8,8,8,8,8,8
SHAWANO|72925|4,8,8,8,8,8,8
SHAWANO|72925|5,8,8,8,8,8,8
SHAWANO|72925|6,8,8,8,8,8,8
SHAWANO|72925|7,8,8,8,8,8,8
SHAWANO|72925|8,8,8,8,8,8,8
SHAWANO|72925|9,8,8,8,8,8,8
SHAWANO|72925|10,8,8,8,8,8,8
SHAWANO|72925|11,8,8,8,8,8,8
SHAWANO|72925|12,8,8,8,8,8,8
SHAWANO|79825|1,8,8,8,8,8,8
SHAWANO|83725|1,8,8,8,8,8,8
SHAWANO|83725|2,8,8,8,8,8,8
SHAWANO|83725|3,8,8,8,8,8,8
SHAWANO|84225|1,8,8,8,8,8,8
SHAWANO|84225|2,8,8,8,8,8,8
SHAWANO|85275|1,8,8,8,8,8,8
SHAWANO|85275|2,8,8,8,8,8,8
SHAWANO|85275|3,8,8,8,8,8,8
SHAWANO|85275|4,8,8,8,8,8,8
SHAWANO|88325|1,8,7,8,8,8,8
SHAWANO|88325|2,8,7,8,8,8,8
SHAWANO|88350|1,8,7,8,8,8,8
SHAWANO|88350|2,8,8,8,8,8,8
SHEBOYGAN|450|1,6,6,6,6,6,8
SHEBOYGAN|12825|1,6,6,6,6,6,8
SHEBOYGAN|13475|1,6,6,6,6,6,8
SHEBOYGAN|13475|2,6,6,6,6,6,8
SHEBOYGAN|13475|3,6,6,6,6,6,8
SHEBOYGAN|23275|1,6,6,6,6,6,8
SHEBOYGAN|23275|2,6,6,6,6,6,8
SHEBOYGAN|29350|1,6,6,6,6,6,8
SHEBOYGAN|31100|1,6,6,6,6,6,8
SHEBOYGAN|31100|2,6,6,6,6,6,8
SHEBOYGAN|31100|3,6,6,6,6,6,8
SHEBOYGAN|34050|1,6,6,6,6,6,8
SHEBOYGAN|34050|2,6,6,6,6,6,8
SHEBOYGAN|34050|3,6,6,6,6,6,8
SHEBOYGAN|35375|1,6,6,6,6,6,8
SHEBOYGAN|35375|2,6,6,6,6,6,8
SHEBOYGAN|35375|3,6,6,6,6,6,8
SHEBOYGAN|36025|1,6,6,6,6,6,8
SHEBOYGAN|36025|2,6,6,6,6,6,8
SHEBOYGAN|36025|3,6,6,6,6,6,8
SHEBOYGAN|36025|4,6,6,6,6,6,8
SHEBOYGAN|40275|1,6,6,6,6,6,8
SHEBOYGAN|40275|2,6,6,6,6,6,8
SHEBOYGAN|40275|3,6,6,6,6,6,8
SHEBOYGAN|44150|1,6,6,6,6,6,8
SHEBOYGAN|44150|2,6,6,6,6,6,8
SHEBOYGAN|44150|3,6,6,6,6,6,8
SHEBOYGAN|44150|4,6,6,6,6,6,8
SHEBOYGAN|46575|1,6,6,6,6,6,8
SHEBOYGAN|46575|2,6,6,6,6,6,8
SHEBOYGAN|46575|3,6,6,6,6,6,8
SHEBOYGAN|53375|1,6,6,6,6,6,8
SHEBOYGAN|53375|2,6,6,6,6,6,8
SHEBOYGAN|53375|3,6,6,6,6,6,8
SHEBOYGAN|54475|1,6,6,6,6,6,8
SHEBOYGAN|60100|1,6,6,6,6,6,8
SHEBOYGAN|60100|2,6,6,6,6,6,8
SHEBOYGAN|60100|3,6,6,6,6,6,8
SHEBOYGAN|60100|4,6,6,6,6,6,8
SHEBOYGAN|63700|1,6,6,6,6,6,8
SHEBOYGAN|63700|2,6,6,6,6,6,8
SHEBOYGAN|63700|3,6,6,6,6,6,8
SHEBOYGAN|63700|4,6,6,6,6,6,8
SHEBOYGAN|63700|5,6,6,6,6,6,8
SHEBOYGAN|63700|6,6,6,6,6,6,8
SHEBOYGAN|63700|7,6,6,6,6,6,8
SHEBOYGAN|63700|8,6,6,6,6,6,8
SHEBOYGAN|63700|9,6,6,6,6,6,8
SHEBOYGAN|63700|10,6,6,6,6,6,8
SHEBOYGAN|63700|11,6,6,6,6,6,8
SHEBOYGAN|63700|12,6,6,6,6,6,8
SHEBOYGAN|63725|1,6,6,6,6,6,8
SHEBOYGAN|63725|2,6,6,6,6,6,8
SHEBOYGAN|63725|3,6,6,6,6,6,8
SHEBOYGAN|63725|4,6,6,6,6,6,8
SHEBOYGAN|66200|1,6,6,6,6,6,8
SHEBOYGAN|66200|2,6,6,6,6,6,8
SHEBOYGAN|67150|1,6,6,6,6,6,8
SHEBOYGAN|67150|2,6,6,6,6,6,8
SHEBOYGAN|67150|3,6,6,6,6,6,8
SHEBOYGAN|70350|1,6,6,6,6,6,8
SHEBOYGAN|72350|1,6,6,6,6,6,8
SHEBOYGAN|72350|2,6,6,6,6,6,8
SHEBOYGAN|72350|3,6,6,6,6,6,8
SHEBOYGAN|72975|1,6,6,6,6,6,8
SHEBOYGAN|72975|2,6,6,6,6,6,8
SHEBOYGAN|72975|3,6,6,6,6,6,8
SHEBOYGAN|72975|4,6,6,6,6,6,8
SHEBOYGAN|72975|5,6,6,6,6,6,8
SHEBOYGAN|72975|6,6,6,6,6,6,8
SHEBOYGAN|72975|7,6,6,6,6,6,8
SHEBOYGAN|72975|8,6,6,6,6,6,8
SHEBOYGAN|72975|9,6,6,6,6,6,8
SHEBOYGAN|72975|10,6,6,6,6,6,8
SHEBOYGAN|72975|11,6,6,6,6,6,8
SHEBOYGAN|72975|12,6,6,6,6,6,8
SHEBOYGAN|72975|13,6,6,6,6,6,8
SHEBOYGAN|72975|14,6,6,6,6,6,8
SHEBOYGAN|72975|15,6,6,6,6,6,8
SHEBOYGAN|72975|16,6,6,6,6,6,8
SHEBOYGAN|72975|17,6,6,6,6,6,8
SHEBOYGAN|72975|18,6,6,6,6,6,8
SHEBOYGAN|72975|19,6,6,6,6,6,8
SHEBOYGAN|72975|20,6,6,6,6,6,8
SHEBOYGAN|72975|21,6,6,6,6,6,8
SHEBOYGAN|72975|22,6,6,6,6,6,8
SHEBOYGAN|72975|23,6,6,6,6,6,8
SHEBOYGAN|72975|24,6,6,6,6,6,8
SHEBOYGAN|72975|25,6,6,6,6,6,8
SHEBOYGAN|72975|26,6,6,6,6,6,8
SHEBOYGAN|72975|27,6,6,6,6,6,8
SHEBOYGAN|72975|28,6,6,6,6,6,8
SHEBOYGAN|72975|29,6,6,6,6,6,8
SHEBOYGAN|72975|30,6,6,6,6,6,8
SHEBOYGAN|72975|31,6,6,6,6,6,8
SHEBOYGAN|73000|1,6,6,6,6,6,8
SHEBOYGAN|73000|2,6,6,6,6,6,8
SHEBOYGAN|73000|3,6,6,6,6,6,8
SHEBOYGAN|73000|4,6,6,6,6,6,8
SHEBOYGAN|73000|5,6,6,6,6,6,8
SHEBOYGAN|73000|6,6,6,6,6,6,8
SHEBOYGAN|73000|7,6,6,6,6,6,8
SHEBOYGAN|73000|8,6,6,6,6,6,8
SHEBOYGAN|73000|9,6,6,6,6,6,8
SHEBOYGAN|73000|10,6,6,6,6,6,8
SHEBOYGAN|73000|16,6,6,6,6,6,8
SHEBOYGAN|73000|17,6,6,6,6,6,8
SHEBOYGAN|73025|1,6,6,6,6,6,8
SHEBOYGAN|73025|2,6,6,6,6,6,8
SHEBOYGAN|73025|3,6,6,6,6,6,8
SHEBOYGAN|73025|4,6,6,6,6,6,8
SHEBOYGAN|73025|5,6,6,6,6,6,8
SHEBOYGAN|73025|6,6,6,6,6,6,8
SHEBOYGAN|73025|7,6,6,6,6,6,8
SHEBOYGAN|73025|8,6,6,6,6,6,8
SHEBOYGAN|73025|9,6,6,6,6,6,8
SHEBOYGAN|73025|10,6,6,6,6,6,8
SHEBOYGAN|73025|11,6,6,6,6,6,8
SHEBOYGAN|73050|1,6,6,6,6,6,8
SHEBOYGAN|73050|2,6,6,6,6,6,8
SHEBOYGAN|73050|3,6,6,6,6,6,8
SHEBOYGAN|73425|1,6,6,6,6,6,8
SHEBOYGAN|73425|2,6,6,6,6,6,8
SHEBOYGAN|83100|1,6,6,6,6,6,8
SHEBOYGAN|87500|1,6,6,6,6,6,8
SHEBOYGAN|87500|2,6,6,6,6,6,8
SHEBOYGAN|87500|3,6,6,6,6,6,8
SHEBOYGAN|87500|4,6,6,6,6,6,8
SHEBOYGAN|87500|10,6,6,6,6,6,8
TAYLOR|3900|1,7,7,7,7,7,7
TAYLOR|10400|1,7,7,7,7,7,7
TAYLOR|14200|1,7,7,7,7,7,7
TAYLOR|15450|1,7,7,7,7,7,7
TAYLOR|19225|1,7,7,7,7,7,7
TAYLOR|26425|1,7,7,7,7,7,7
TAYLOR|29175|1,7,7,7,7,7,7
TAYLOR|29837|1,7,7,7,7,7,7
TAYLOR|31600|1,7,7,7,7,7,7
TAYLOR|31750|1,7,7,7,7,7,7
TAYLOR|32300|1,7,7,7,7,7,7
TAYLOR|32300|2,7,7,7,7,7,7
TAYLOR|35525|1,7,7,7,7,7,7
TAYLOR|38627|1,7,7,7,7,7,7
TAYLOR|44900|1,7,7,7,7,7,7
TAYLOR|44900|2,7,7,7,7,7,7
TAYLOR|46150|1,7,7,7,7,7,7
TAYLOR|46925|1,7,7,7,7,7,7
TAYLOR|48925|1,7,7,7,7,7,7
TAYLOR|50425|1,7,7,7,7,7,7
TAYLOR|50425|2,7,7,7,7,7,7
TAYLOR|50425|3,7,7,7,7,7,7
TAYLOR|50425|4,7,7,7,7,7,7
TAYLOR|50425|5,7,7,7,7,7,7
TAYLOR|50425|6,7,7,7,7,7,7
TAYLOR|50425|7,7,7,7,7,7,7
TAYLOR|50425|8,7,7,7,7,7,7
TAYLOR|50450|1,7,7,7,7,7,7
TAYLOR|50450|2,7,7,7,7,7,7
TAYLOR|50450|3,7,7,7,7,7,7
TAYLOR|50450|8,7,7,7,7,7,7
TAYLOR|53550|1,7,7,7,7,7,7
TAYLOR|62100|1,7,7,7,7,7,7
TAYLOR|67275|1,7,7,7,7,7,7
TAYLOR|67300|1,7,7,7,7,7,7
TAYLOR|67300|2,7,7,7,7,7,7
TAYLOR|69400|1,7,7,7,7,7,7
TAYLOR|77100|1,7,7,7,7,7,7
TAYLOR|78950|1,7,7,7,7,7,7
TAYLOR|85450|1,7,7,7,7,7,7
TREMPEALEAU|925|1,3,3,3,3,3,3
TREMPEALEAU|925|2,3,3,3,3,3,3
TREMPEALEAU|2500|1,3,3,3,3,3,3
TREMPEALEAU|2500|2,3,3,3,3,3,3
TREMPEALEAU|2500|3,3,3,3,3,3,3
TREMPEALEAU|2525|1,3,3,3,3,3,3
TREMPEALEAU|2525|2,3,3,3,3,3,3
TREMPEALEAU|2525|3,3,3,3,3,3,3
TREMPEALEAU|2525|4,3,3,3,3,3,3
TREMPEALEAU|8075|1,3,3,3,3,3,3
TREMPEALEAU|8075|2,3,3,3,3,3,3
TREMPEALEAU|8075|3,3,3,3,3,3,3
TREMPEALEAU|11325|1,3,3,3,3,3,3
TREMPEALEAU|11325|2,3,3,3,3,3,3
TREMPEALEAU|11975|1,3,3,3,3,3,3
TREMPEALEAU|11975|2,3,3,3,3,3,3
TREMPEALEAU|14525|1,3,3,3,3,3,3
TREMPEALEAU|20300|1,3,3,3,3,3,3
TREMPEALEAU|23175|1,3,3,3,3,3,3
TREMPEALEAU|24400|1,3,3,3,3,3,3
TREMPEALEAU|24425|1,3,3,3,3,3,3
TREMPEALEAU|24425|2,3,3,3,3,3,3
TREMPEALEAU|28150|1,3,3,3,3,3,3
TREMPEALEAU|28150|2,3,3,3,3,3,3
TREMPEALEAU|28150|3,3,3,3,3,3,3
TREMPEALEAU|28200|1,3,3,3,3,3,3
TREMPEALEAU|28200|2,3,3,3,3,3,3
TREMPEALEAU|28200|3,3,3,3,3,3,3
TREMPEALEAU|32050|1,3,3,3,3,3,3
TREMPEALEAU|36800|1,3,3,3,3,3,3
TREMPEALEAU|36800|2,3,3,3,3,3,3
TREMPEALEAU|36800|3,3,3,3,3,3,3
TREMPEALEAU|44500|1,3,3,3,3,3,3
TREMPEALEAU|44500|2,3,3,3,3,3,3
TREMPEALEAU|60575|1,3,3,3,3,3,3
TREMPEALEAU|60575|2,3,3,3,3,3,3
TREMPEALEAU|60575|3,3,3,3,3,3,3
TREMPEALEAU|62650|1,3,3,3,3,3,3
TREMPEALEAU|62650|2,3,3,3,3,3,3
TREMPEALEAU|62675|1,3,3,3,3,3,3
TREMPEALEAU|65500|1,3,3,3,3,3,3
TREMPEALEAU|65500|2,3,3,3,3,3,3
TREMPEALEAU|65500|3,3,3,3,3,3,3
TREMPEALEAU|77825|1,3,3,3,3,3,3
TREMPEALEAU|77825|2,3,3,3,3,3,3
TREMPEALEAU|78500|1,3,3,3,3,3,3
TREMPEALEAU|78500|2,3,3,3,3,3,3
TREMPEALEAU|80475|1,3,3,3,3,3,3
TREMPEALEAU|80475|2,3,3,3,3,3,3
TREMPEALEAU|80500|1,3,3,3,3,3,3
TREMPEALEAU|80500|2,3,3,3,3,3,3
TREMPEALEAU|81875|1,3,3,3,3,3,3
TREMPEALEAU|81875|2,3,3,3,3,3,3
TREMPEALEAU|86725|1,3,3,3,3,3,3
TREMPEALEAU|86725|2,3,3,3,3,3,3
TREMPEALEAU|86725|3,3,3,3,3,3,3
VERNON|6900|1,3,3,3,3,3,3
VERNON|6900|2,3,3,3,3,3,3
VERNON|6900|3,3,3,3,3,3,3
VERNON|14150|1,3,3,3,3,3,3
VERNON|14675|1,3,3,3,3,3,3
VERNON|14675|2,3,3,3,3,3,3
VERNON|15675|1,3,3,3,3,3,3
VERNON|15675|2,3,3,3,3,3,3
VERNON|16875|1,3,3,3,3,3,3
VERNON|16875|2,3,3,3,3,3,3
VERNON|16900|1,3,3,3,3,3,3
VERNON|19850|1,3,3,3,3,3,3
VERNON|26550|1,3,3,3,3,3,3
VERNON|27400|1,3,3,3,3,3,3
VERNON|27400|2,3,3,3,3,3,3
VERNON|28625|1,3,3,3,3,3,3
VERNON|28650|1,3,3,3,3,3,3
VERNON|28650|2,3,3,3,3,3,3
VERNON|31625|1,3,3,3,3,3,3
VERNON|32225|1,3,3,3,3,3,3
VERNON|32225|2,3,3,3,3,3,3
VERNON|32725|1,3,3,3,3,3,3
VERNON|32725|2,3,3,3,3,3,3
VERNON|32725|3,3,3,3,3,3,3
VERNON|34825|1,3,3,3,3,3,3
VERNON|34825|2,3,3,3,3,3,3
VERNON|34825|3,3,3,3,3,3,3
VERNON|34825|4,3,3,3,3,3,3
VERNON|34850|1,3,3,3,3,3,3
VERNON|34850|2,3,3,3,3,3,3
VERNON|34850|3,3,3,3,3,3,3
VERNON|37975|1,3,3,3,3,3,3
VERNON|37975|2,3,3,3,3,3,3
VERNON|37975|3,3,3,3,3,3,3
VERNON|37975|4,3,3,3,3,3,3
VERNON|39475|1,3,3,3,3,3,3
VERNON|40875|1,3,3,3,3,3,3
VERNON|43900|1,3,3,3,3,3,3
VERNON|60075|1,3,3,3,3,3,3
VERNON|66450|1,3,3,3,3,3,3
VERNON|76725|1,3,3,3,3,3,3
VERNON|76725|2,3,3,3,3,3,3
VERNON|77075|1,3,3,3,3,3,3
VERNON|77550|1,3,3,3,3,3,3
VERNON|81675|1,3,3,3,3,3,3
VERNON|81675|2,3,3,3,3,3,3
VERNON|81675|3,3,3,3,3,3,3
VERNON|82900|1,3,3,3,3,3,3
VERNON|82925|1,3,3,3,3,3,3
VERNON|82925|2,3,3,3,3,3,3
VERNON|82925|3,3,3,3,3,3,3
VERNON|82925|4,3,3,3,3,3,3
VERNON|82925|5,3,3,3,3,3,3
VERNON|82925|6,3,3,3,3,3,3
VERNON|82925|7,3,3,3,3,3,3
VERNON|82925|8,3,3,3,3,3,3
VERNON|82925|9,3,3,3,3,3,3
VERNON|82950|1,3,3,3,3,3,3
VERNON|82950|2,3,3,3,3,3,3
VERNON|82950|3,3,3,3,3,3,3
VERNON|82950|4,3,3,3,3,3,3
VERNON|85050|1,3,3,3,3,3,3
VERNON|85050|2,3,3,3,3,3,3
VERNON|85475|1,3,3,3,3,3,3
VERNON|85475|2,3,3,3,3,3,3
VERNON|85475|3,3,3,3,3,3,3
VERNON|85475|4,3,3,3,3,3,3
VERNON|85475|5,3,3,3,3,3,3
VERNON|86525|1,3,3,3,3,3,3
VERNON|86900|1,3,3,3,3,3,3
VILAS|2450|1,7,7,7,7,7,7
VILAS|2450|2,7,7,7,7,7,7
VILAS|2450|3,7,7,7,7,7,7
VILAS|2450|4,7,7,7,7,7,7
VILAS|2450|5,7,7,7,7,7,7
VILAS|2450|6,7,7,7,7,7,7
VILAS|2450|7,7,7,7,7,7,7
VILAS|8950|1,7,7,7,7,7,7
VILAS|8950|2,7,7,7,7,7,7
VILAS|15850|1,7,7,7,7,7,7
VILAS|15850|2,7,7,7,7,7,7
VILAS|16750|1,7,7,7,7,7,7
VILAS|16750|2,7,7,7,7,7,7
VILAS|21625|1,7,7,7,7,7,7
VILAS|21625|2,7,7,7,7,7,7
VILAS|21625|3,7,7,7,7,7,7
VILAS|21625|4,7,7,7,7,7,7
VILAS|21625|5,7,7,7,7,7,7
VILAS|40687|1,7,7,7,7,7,7
VILAS|40687|2,7,7,7,7,7,7
VILAS|40687|3,7,7,7,7,7,7
VILAS|40687|4,7,7,7,7,7,7
VILAS|40687|5,7,7,7,7,7,7
VILAS|40687|6,7,7,7,7,7,7
VILAS|40687|7,7,7,7,7,7,7
VILAS|42325|1,7,7,7,7,7,7
VILAS|44525|1,7,7,7,7,7,7
VILAS|44525|2,7,7,7,7,7,7
VILAS|44525|3,7,7,7,7,7,7
VILAS|44525|4,7,7,7,7,7,7
VILAS|44525|5,7,7,7,7,7,7
VILAS|48462|1,7,7,7,7,7,7
VILAS|62425|1,7,7,7,7,7,7
VILAS|62425|2,7,7,7,7,7,7
VILAS|63625|1,7,7,7,7,7,7
VILAS|63625|2,7,7,7,7,7,7
VILAS|65425|1,7,7,7,7,7,7
VILAS|70725|1,7,7,7,7,7,7
VILAS|70725|2,7,7,7,7,7,7
VILAS|83750|1,7,7,7,7,7,7
VILAS|83750|2,7,7,7,7,7,7
VILAS|83750|3,7,7,7,7,7,7
VILAS|87600|1,7,7,7,7,7,7
WALWORTH|8265|1,1,1,1,1,1,1
WALWORTH|8265|2,1,1,1,1,1,1
WALWORTH|8265|3,1,1,1,1,1,1
WALWORTH|8265|4,1,1,1,1,1,1
WALWORTH|8265|5,1,1,1,1,1,1
WALWORTH|8275|1,1,1,1,1,1,1
WALWORTH|8275|2,1,1,1,1,1,1
WALWORTH|11200|9,1,1,1,1,1,5
WALWORTH|11200|10,1,1,1,1,1,1
WALWORTH|18825|1,1,1,1,1,1,1
WALWORTH|18825|2,1,1,1,1,1,1
WALWORTH|18850|1,1,1,1,1,1,1
WALWORTH|18850|2,1,1,1,1,1,1
WALWORTH|18850|3,1,1,1,1,1,1
WALWORTH|19450|1,1,1,1,1,1,1
WALWORTH|19450|2,1,1,1,1,1,1
WALWORTH|19450|3,1,1,1,1,1,1
WALWORTH|19450|4,1,1,1,1,1,1
WALWORTH|19450|5,1,1,1,1,1,1
WALWORTH|19450|6,1,1,1,1,1,1
WALWORTH|19450|7,1,1,1,1,1,1
WALWORTH|19450|8,1,1,1,1,1,1
WALWORTH|19450|9,1,1,1,1,1,1
WALWORTH|19450|10,1,1,1,1,1,1
WALWORTH|19450|11,1,1,1,1,1,1
WALWORTH|19450|12,1,1,1,1,1,1
WALWORTH|19450|13,1,1,1,1,1,1
WALWORTH|19450|14,1,1,1,1,1,1
WALWORTH|19450|15,1,1,1,1,1,1
WALWORTH|19475|1,1,1,1,1,1,1
WALWORTH|19475|2,1,1,1,1,1,1
WALWORTH|19475|3,1,1,1,1,1,1
WALWORTH|19475|4,1,1,1,1,1,1
WALWORTH|19475|5,1,1,1,1,1,1
WALWORTH|19475|6,1,1,1,1,1,1
WALWORTH|19475|7,1,1,1,1,1,1
WALWORTH|19475|8,1,1,1,1,1,1
WALWORTH|19475|9,1,1,1,1,1,1
WALWORTH|19475|10,1,1,1,1,1,1
WALWORTH|19475|11,1,1,1,1,1,1
WALWORTH|22100|1,5,1,1,1,1,5
WALWORTH|22100|2,5,1,1,1,1,5
WALWORTH|22100|3,5,1,1,1,1,5
WALWORTH|22100|4,5,1,1,1,1,5
WALWORTH|22100|5,5,1,1,1,1,5
WALWORTH|22100|6,5,1,1,1,1,5
WALWORTH|22125|1,5,1,1,1,1,5
WALWORTH|22125|2,5,1,1,1,1,5
WALWORTH|22125|3,5,1,1,1,1,5
WALWORTH|22125|4,5,5,1,1,1,5
WALWORTH|22125|5,5,1,1,1,1,5
WALWORTH|22125|6,5,1,1,1,1,5
WALWORTH|23300|1,1,1,1,1,1,1
WALWORTH|23300|2,1,1,1,1,1,1
WALWORTH|23300|3,1,1,1,1,1,5
WALWORTH|23300|4,1,1,1,1,1,5
WALWORTH|23300|5,1,1,1,1,1,5
WALWORTH|23300|6,1,1,1,1,1,5
WALWORTH|23300|7,1,1,1,1,1,1
WALWORTH|23300|8,1,1,1,1,1,5
WALWORTH|26350|1,1,1,1,1,1,1
WALWORTH|26350|2,1,1,1,1,1,1
WALWORTH|26350|3,1,1,1,1,1,1
WALWORTH|28550|1,1,1,1,1,1,1
WALWORTH|28550|2,1,1,1,1,1,1
WALWORTH|28550|3,1,1,1,1,1,1
WALWORTH|28550|4,1,1,1,1,1,1
WALWORTH|28550|5,1,1,1,1,1,1
WALWORTH|28550|6,1,1,1,1,1,1
WALWORTH|28550|7,1,1,1,1,1,1
WALWORTH|28550|8,1,1,1,1,1,1
WALWORTH|28675|1,1,1,1,1,1,1
WALWORTH|28675|2,1,1,1,1,1,1
WALWORTH|28675|3,1,1,1,1,1,1
WALWORTH|28675|4,1,1,1,1,1,1
WALWORTH|28675|5,1,1,1,1,1,1
WALWORTH|40950|1,1,1,1,1,1,5
WALWORTH|40950|2,1,1,1,1,1,5
WALWORTH|40950|3,1,1,1,1,1,5
WALWORTH|41050|1,1,5,1,1,1,5
WALWORTH|41050|2,1,5,1,1,1,5
WALWORTH|41050|3,1,5,1,1,1,5
WALWORTH|41450|1,1,1,1,1,1,1
WALWORTH|41450|2,1,1,1,1,1,1
WALWORTH|41450|3,1,1,1,1,1,1
WALWORTH|41450|4,1,1,1,1,1,1
WALWORTH|41450|5,1,1,1,1,1,1
WALWORTH|41450|6,1,1,1,1,1,1
WALWORTH|41450|7,1,1,1,1,1,1
WALWORTH|41450|8,1,1,1,1,1,1
WALWORTH|41450|9,1,1,1,1,1,1
WALWORTH|41450|10,1,1,1,1,1,1
WALWORTH|41450|11,1,1,1,1,1,1
WALWORTH|41450|12,1,1,1,1,1,1
WALWORTH|41450|13,1,1,1,1,1,1
WALWORTH|41450|14,1,1,1,1,1,1
WALWORTH|44750|1,1,1,1,1,1,1
WALWORTH|44750|2,1,1,1,1,1,1
WALWORTH|44750|3,1,1,1,1,1,1
WALWORTH|44750|4,1,1,1,1,1,1
WALWORTH|44750|5,1,1,1,1,1,1
WALWORTH|44750|6,1,1,1,1,1,1
WALWORTH|46725|1,1,1,1,1,1,1
WALWORTH|46725|2,1,1,1,1,1,1
WALWORTH|46725|3,1,1,1,1,1,1
WALWORTH|46725|4,1,1,1,1,1,1
WALWORTH|46725|5,1,1,1,1,1,1
WALWORTH|46725|6,1,1,1,1,1,1
WALWORTH|46725|7,1,1,1,1,1,1
WALWORTH|55050|11,5,1,1,1,1,5
WALWORTH|67725|1,1,1,1,1,1,5
WALWORTH|67725|2,1,1,1,1,1,5
WALWORTH|67725|3,1,1,1,1,1,5
WALWORTH|72875|1,1,1,1,1,1,1
WALWORTH|72875|2,1,1,1,1,1,1
WALWORTH|72900|1,1,1,1,1,1,1
WALWORTH|76175|1,1,1,1,1,1,5
WALWORTH|76175|2,1,1,1,1,1,5
WALWORTH|76175|3,1,1,1,1,1,5
WALWORTH|76175|4,1,1,1,1,1,5
WALWORTH|78100|1,1,1,1,1,1,5
WALWORTH|78100|2,1,1,1,1,1,5
WALWORTH|78100|3,1,1,1,1,1,5
WALWORTH|78100|4,1,1,1,1,1,5
WALWORTH|78100|5,1,1,1,1,1,5
WALWORTH|80875|1,1,5,1,1,1,5
WALWORTH|80875|2,1,5,1,1,1,5
WALWORTH|80875|3,1,5,1,1,1,5
WALWORTH|83250|1,1,1,1,1,1,1
WALWORTH|83250|2,1,1,1,1,1,1
WALWORTH|83250|3,1,1,1,1,1,1
WALWORTH|83275|1,1,1,1,1,1,1
WALWORTH|83275|2,1,1,1,1,1,1
WALWORTH|83275|3,1,1,1,1,1,1
WALWORTH|86925|1,1,5,5,5,1,5
WALWORTH|86925|2,1,5,5,5,1,5
WALWORTH|86925|3,1,5,5,5,1,5
WALWORTH|86925|4,1,5,5,5,1,5
WALWORTH|86925|5,1,5,5,5,1,5
WALWORTH|86925|6,1,5,5,5,1,5
WALWORTH|86925|7,1,5,5,5,1,5
WALWORTH|86925|8,1,5,5,5,1,5
WALWORTH|86925|9,1,5,5,5,1,5
WALWORTH|86950|1,1,5,1,1,1,5
WALWORTH|86950|2,1,5,1,1,1,5
WALWORTH|86950|3,1,5,5,5,1,5
WALWORTH|86950|13,1,5,5,5,1,5
WALWORTH|87200|1,1,1,1,1,1,1
WALWORTH|87200|2,1,1,1,1,1,1
WALWORTH|87200|3,1,1,1,1,1,1
WALWORTH|87200|4,1,1,1,1,1,1
WASHBURN|4950|1,7,7,7,7,7,7
WASHBURN|5125|1,7,7,7,7,7,7
