CNTY_WARD,Governor_CONG,Hunter_CONG,Congressmen_CONG,Congressmen_Alt_CONG,Mathematicians_CONG,PMC_CONG
ADAMS|275|1,3,3,3,3,3,6
ADAMS|275|2,3,3,3,3,3,6
ADAMS|275|3,3,3,3,3,3,6
ADAMS|275|4,3,3,3,3,3,6
ADAMS|300|1,3,3,3,3,3,6
ADAMS|300|2,3,3,3,3,3,6
ADAMS|300|3,3,3,3,3,3,6
ADAMS|7300|1,3,3,3,3,3,6
ADAMS|7300|2,3,3,3,3,3,6
ADAMS|16075|1,3,3,3,3,3,6
ADAMS|19575|1,3,3,3,3,3,6
ADAMS|19575|2,3,3,3,3,3,6
ADAMS|19575|3,3,3,3,3,3,6
ADAMS|22000|1,3,3,3,3,3,6
ADAMS|22000|2,3,3,3,3,3,6
ADAMS|27950|1,3,3,3,3,3,6
ADAMS|37625|1,3,3,3,3,3,6
ADAMS|37625|2,3,3,3,3,3,6
ADAMS|43425|1,3,3,3,3,3,6
ADAMS|44250|1,3,3,3,3,3,6
ADAMS|53725|1,3,3,3,3,3,6
ADAMS|56525|1,3,3,3,3,3,6
ADAMS|56525|2,3,3,3,3,3,6
ADAMS|56525|3,3,3,3,3,3,6
ADAMS|56750|1,3,3,3,3,3,6
ADAMS|65450|1,3,3,3,3,3,6
ADAMS|65450|2,3,3,3,3,3,6
ADAMS|65825|1,3,3,3,3,3,6
ADAMS|65825|2,3,3,3,3,3,6
ADAMS|65825|3,3,3,3,3,3,6
ADAMS|67425|1,3,3,3,3,3,6
ADAMS|69275|1,3,3,3,3,3,6
ADAMS|69275|2,3,3,3,3,3,6
ADAMS|69275|3,3,3,3,3,3,6
ADAMS|69275|4,3,3,3,3,3,6
ADAMS|69275|5,3,3,3,3,3,6
ADAMS|76350|1,3,3,3,3,3,6
ADAMS|76350|2,3,3,3,3,3,6
ADAMS|77800|1,3,3,3,3,3,6
ADAMS|77800|2,3,3,3,3,3,6
ADAMS|77800|3,3,3,3,3,3,6
ADAMS|88150|5,3,3,3,3,3,6
ADAMS|88150|9,3,3,3,3,3,6
ASHLAND|550|1,7,7,7,7,7,7
ASHLAND|3225|1,7,7,7,7,7,7
ASHLAND|3225|2,7,7,7,7,7,7
ASHLAND|3225|3,7,7,7,7,7,7
ASHLAND|3225|4,7,7,7,7,7,7
ASHLAND|3225|5,7,7,7,7,7,7
ASHLAND|3225|6,7,7,7,7,7,7
ASHLAND|3225|7,7,7,7,7,7,7
ASHLAND|3225|8,7,7,7,7,7,7
ASHLAND|3225|9,7,7,7,7,7,7
ASHLAND|3225|10,7,7,7,7,7,7
ASHLAND|3225|11,7,7,7,7,7,7
ASHLAND|3250|1,7,7,7,7,7,7
ASHLAND|11525|1,7,7,7,7,7,7
ASHLAND|11525|2,7,7,7,7,7,7
ASHLAND|14550|1,7,7,7,7,7,7
ASHLAND|29250|1,7,7,7,7,7,7
ASHLAND|29875|1,7,7,7,7,7,7
ASHLAND|29875|2,7,7,7,7,7,7
ASHLAND|37775|1,7,7,7,7,7,7
ASHLAND|42562|1,7,7,7,7,7,7
ASHLAND|49200|1,7,7,7,7,7,7
ASHLAND|49200|2,7,7,7,7,7,7
ASHLAND|50700|1,7,7,7,7,7,7
ASHLAND|54400|1,7,7,7,7,7,7
ASHLAND|54400|2,7,7,7,7,7,7
ASHLAND|54400|3,7,7,7,7,7,7
ASHLAND|61600|1,7,7,7,7,7,7
ASHLAND|61600|2,7,7,7,7,7,7
ASHLAND|71350|1,7,7,7,7,7,7
ASHLAND|71350|2,7,7,7,7,7,7
ASHLAND|72825|1,7,7,7,7,7,7
ASHLAND|86850|1,7,7,7,7,7,7
ASHLAND|86850|2,7,7,7,7,7,7
BARRON|1325|1,7,7,7,7,7,7
BARRON|1350|1,7,7,7,7,7,7
BARRON|1350|2,7,7,7,7,7,7
BARRON|2775|1,7,7,7,7,7,7
BARRON|4875|1,7,7,7,7,7,7
BARRON|4875|2,7,7,7,7,7,7
BARRON|4875|3,7,7,7,7,7,7
BARRON|4875|4,7,7,7,7,7,7
BARRON|4875|5,7,7,7,7,7,7
BARRON|4875|6,7,7,7,7,7,7
BARRON|4875|7,7,7,7,7,7,7
BARRON|4900|1,7,7,7,7,7,7
BARRON|4900|2,7,7,7,7,7,7
BARRON|5650|1,7,7,7,7,7,7
BARRON|12250|1,7,7,7,7,7,7
BARRON|12250|2,7,7,7,7,7,7
BARRON|12250|3,7,7,7,7,7,7
BARRON|13500|1,7,7,7,7,7,7
BARRON|14325|1,7,7,7,7,7,7
BARRON|14325|2,7,7,7,7,7,7
BARRON|14325|3,7,7,7,7,7,7
BARRON|14325|4,7,7,7,7,7,7
BARRON|14350|1,7,7,7,7,7,7
BARRON|14350|2,7,7,7,7,7,7
BARRON|15600|1,7,7,7,7,7,7
BARRON|17875|1,7,7,7,7,7,7
BARRON|18025|1,7,7,7,7,7,7
BARRON|18025|2,7,7,7,7,7,7
BARRON|18025|3,7,7,7,7,7,7
BARRON|18025|4,7,7,7,7,7,7
BARRON|18050|1,7,7,7,7,7,7
BARRON|18575|1,7,7,7,7,7,7
BARRON|18600|1,7,7,7,7,7,7
BARRON|20650|1,7,7,7,7,7,7
BARRON|20650|2,7,7,7,7,7,7
BARRON|20750|1,7,7,7,7,7,7
BARRON|20750|2,7,7,7,7,7,7
BARRON|33225|1,7,7,7,7,7,7
BARRON|41600|1,7,7,7,7,7,7
BARRON|41600|2,7,7,7,7,7,7
BARRON|48825|1,7,7,7,7,7,7
BARRON|48825|2,7,7,7,7,7,7
BARRON|48950|1,7,7,7,7,7,7
BARRON|56350|2,7,7,7,7,7,7
BARRON|56350|3,7,7,7,7,7,7
BARRON|58950|1,7,7,7,7,7,7
BARRON|58950|2,7,7,7,7,7,7
BARRON|65150|1,7,7,7,7,7,7
BARRON|65175|1,7,7,7,7,7,7
BARRON|65175|2,7,7,7,7,7,7
BARRON|65200|1,7,7,7,7,7,7
BARRON|65200|2,7,7,7,7,7,7
BARRON|67350|1,7,7,7,7,7,7
BARRON|67350|2,7,7,7,7,7,7
BARRON|67350|3,7,7,7,7,7,7
BARRON|67350|4,7,7,7,7,7,7
BARRON|67350|5,7,7,7,7,7,7
BARRON|67350|6,7,7,7,7,7,7
BARRON|67350|7,7,7,7,7,7,7
BARRON|67350|8,7,7,7,7,7,7
BARRON|67350|9,7,7,7,7,7,7
BARRON|67350|10,7,7,7,7,7,7
BARRON|67350|11,7,7,7,7,7,7
BARRON|67350|12,7,7,7,7,7,7
BARRON|67350|13,7,7,7,7,7,7
BARRON|67375|1,7,7,7,7,7,7
BARRON|67375|2,7,7,7,7,7,7
BARRON|67375|3,7,7,7,7,7,7
BARRON|67375|4,7,7,7,7,7,7
BARRON|74125|1,7,7,7,7,7,7
BARRON|76550|1,7,7,7,7,7,7
BARRON|76600|1,7,7,7,7,7,7
BARRON|76600|2,7,7,7,7,7,7
BARRON|76600|3,7,7,7,7,7,7
BARRON|76600|4,7,7,7,7,7,7
BARRON|78450|1,7,7,7,7,7,7
BARRON|81075|1,7,7,7,7,7,7
BARRON|81100|1,7,7,7,7,7,7
BARRON|82375|1,7,7,7,7,7,7
BAYFIELD|3225|1,7,7,7,7,7,7
BAYFIELD|3225|12,7,7,7,7,7,7
BAYFIELD|4725|1,7,7,7,7,7,7
BAYFIELD|4750|1,7,7,7,7,7,7
BAYFIELD|5350|1,7,7,7,7,7,7
BAYFIELD|5350|2,7,7,7,7,7,7
BAYFIELD|5350|3,7,7,7,7,7,7
BAYFIELD|5350|4,7,7,7,7,7,7
BAYFIELD|5375|1,7,7,7,7,7,7
BAYFIELD|5475|1,7,7,7,7,7,7
BAYFIELD|6200|1,7,7,7,7,7,7
BAYFIELD|11675|1,7,7,7,7,7,7
BAYFIELD|15750|1,7,7,7,7,7,7
BAYFIELD|19662|1,7,7,7,7,7,7
BAYFIELD|20887|1,7,7,7,7,7,7
BAYFIELD|22925|1,7,7,7,7,7,7
BAYFIELD|22925|2,7,7,7,7,7,7
BAYFIELD|30175|1,7,7,7,7,7,7
BAYFIELD|36300|1,7,7,7,7,7,7
BAYFIELD|37200|1,7,7,7,7,7,7
BAYFIELD|37200|2,7,7,7,7,7,7
BAYFIELD|39025|1,7,7,7,7,7,7
BAYFIELD|39425|1,7,7,7,7,7,7
BAYFIELD|44275|1,7,7,7,7,7,7
BAYFIELD|49900|1,7,7,7,7,7,7
BAYFIELD|49925|1,7,7,7,7,7,7
BAYFIELD|55375|1,7,7,7,7,7,7
BAYFIELD|60275|1,7,7,7,7,7,7
BAYFIELD|60775|1,7,7,7,7,7,7
BAYFIELD|62700|1,7,7,7,7,7,7
BAYFIELD|64512|1,7,7,7,7,7,7
BAYFIELD|70300|1,7,7,7,7,7,7
BAYFIELD|70300|2,7,7,7,7,7,7
BAYFIELD|80750|1,7,7,7,7,7,7
BAYFIELD|83525|1,7,7,7,7,7,7
BAYFIELD|83525|2,7,7,7,7,7,7
BAYFIELD|83525|3,7,7,7,7,7,7
BAYFIELD|83525|4,7,7,7,7,7,7
BAYFIELD|83550|1,7,7,7,7,7,7
BROWN|1150|1,8,8,8,8,8,8
BROWN|1150|2,8,8,8,8,8,8
BROWN|1150|3,8,8,8,8,8,8
BROWN|1150|4,8,8,8,8,8,8
BROWN|1150|5,8,8,8,8,8,8
BROWN|1150|6,8,8,8,8,8,8
BROWN|1150|7,8,8,8,8,8,8
BROWN|1150|8,8,8,8,8,8,8
BROWN|1150|9,8,8,8,8,8,8
BROWN|3425|1,8,8,8,8,8,8
BROWN|3425|2,8,8,8,8,8,8
BROWN|3425|3,8,8,8,8,8,8
BROWN|3425|4,8,8,8,8,8,8
BROWN|3425|5,8,8,8,8,8,8
BROWN|3425|6,8,8,8,8,8,8
BROWN|3425|7,8,8,8,8,8,8
BROWN|3425|8,8,8,8,8,8,8
BROWN|3425|9,8,8,8,8,8,8
BROWN|3425|10,8,8,8,8,8,8
BROWN|3425|11,8,8,8,8,8,8
BROWN|3425|12,8,8,8,8,8,8
BROWN|6350|1,8,8,8,8,8,8
BROWN|6350|2,8,8,8,8,8,8
BROWN|6350|3,8,8,8,8,8,8
BROWN|6350|4,8,8,8,8,8,8
BROWN|6350|5,8,8,8,8,8,8
BROWN|6350|6,8,8,8,8,8,8
BROWN|6350|7,8,8,8,8,8,8
BROWN|6350|8,8,8,8,8,8,8
BROWN|6350|9,8,8,8,8,8,8
BROWN|6350|10,8,8,8,8,8,8
BROWN|19700|1,8,8,8,8,8,8
BROWN|19700|2,8,8,8,8,8,8
BROWN|19700|3,8,8,8,8,8,8
BROWN|19700|4,8,8,8,8,8,8
BROWN|19775|1,8,8,8,8,8,8
BROWN|19775|2,8,8,8,8,8,8
BROWN|19775|3,8,8,8,8,8,8
BROWN|19775|4,8,8,8,8,8,8
BROWN|19775|5,8,8,8,8,8,8
BROWN|19775|6,8,8,8,8,8,8
BROWN|19775|7,8,8,8,8,8,8
BROWN|19775|8,8,8,8,8,8,8
BROWN|19775|9,8,8,8,8,8,8
BROWN|19775|10,8,8,8,8,8,8
BROWN|19775|11,8,8,8,8,8,8
BROWN|19775|12,8,8,8,8,8,8
BROWN|19775|13,8,8,8,8,8,8
BROWN|19775|14,8,8,8,8,8,8
BROWN|19775|15,8,8,8,8,8,8
BROWN|19775|16,8,8,8,8,8,8
BROWN|19775|17,8,8,8,8,8,8
BROWN|19775|18,8,8,8,8,8,8
BROWN|22225|1,8,8,8,8,8,8
BROWN|22225|2,8,8,8,8,8,8
BROWN|29550|1,8,8,8,8,8,8
BROWN|29550|2,8,8,8,8,8,8
BROWN|31000|1,8,8,8,8,8,8
BROWN|31000|2,8,8,8,8,8,8
BROWN|31000|3,8,8,8,8,8,8
BROWN|31000|4,8,8,8,8,8,8
BROWN|31000|5,8,8,8,8,8,8
BROWN|31000|6,8,8,8,8,8,8
BROWN|31000|7,8,8,8,8,8,8
BROWN|31000|8,8,8,8,8,8,8
BROWN|31000|9,8,8,8,8,8,8
BROWN|31000|10,8,8,8,8,8,8
BROWN|31000|11,8,8,8,8,8,8
BROWN|31000|12,8,8,8,8,8,8
BROWN|31000|13,8,8,8,8,8,8
BROWN|31000|14,8,8,8,8,8,8
BROWN|31000|15,8,8,8,8,8,8
BROWN|31000|16,8,8,8,8,8,8
BROWN|31000|17,8,8,8,8,8,8
BROWN|31000|18,8,8,8,8,8,8
BROWN|31000|19,8,8,8,8,8,8
BROWN|31000|20,8,8,8,8,8,8
BROWN|31000|21,8,8,8,8,8,8
BROWN|31000|22,8,8,8,8,8,8
BROWN|31000|23,8,8,8,8,8,8
BROWN|31000|24,8,8,8,8,8,8
BROWN|31000|25,8,8,8,8,8,8
BROWN|31000|26,8,8,8,8,8,8
BROWN|31000|27,8,8,8,8,8,8
BROWN|31000|28,8,8,8,8,8,8
BROWN|31000|29,8,8,8,8,8,8
BROWN|31000|30,8,8,8,8,8,8
BROWN|31000|31,8,8,8,8,8,8
BROWN|31000|32,8,8,8,8,8,8
BROWN|31000|33,8,8,8,8,8,8
BROWN|31000|34,8,8,8,8,8,8
BROWN|31000|35,8,8,8,8,8,8
BROWN|31000|36,8,8,8,8,8,8
BROWN|31000|37,8,8,8,8,8,8
BROWN|31000|38,8,8,8,8,8,8
BROWN|31000|39,8,8,8,8,8,8
BROWN|31000|40,8,8,8,8,8,8
BROWN|31000|41,8,8,8,8,8,8
BROWN|31000|42,8,8,8,8,8,8
BROWN|31000|43,8,8,8,8,8,8
BROWN|31000|44,8,8,8,8,8,8
BROWN|31000|45,8,8,8,8,8,8
BROWN|31000|46,8,8,8,8,8,8
BROWN|31000|47,8,8,8,8,8,8
BROWN|31025|1,8,8,8,8,8,8
BROWN|31025|2,8,8,8,8,8,8
BROWN|31025|3,8,8,8,8,8,8
BROWN|35150|1,8,8,8,8,8,8
BROWN|35150|2,8,8,8,8,8,8
BROWN|35150|3,8,8,8,8,8,8
BROWN|35150|4,8,8,8,8,8,8
BROWN|35150|5,8,8,8,8,8,8
BROWN|35150|6,8,8,8,8,8,8
BROWN|35150|7,8,8,8,8,8,8
BROWN|35150|8,8,8,8,8,8,8
BROWN|35150|9,8,8,8,8,8,8
BROWN|35150|15,8,8,8,8,8,8
BROWN|35325|1,8,8,8,8,8,8
BROWN|35325|2,8,8,8,8,8,8
BROWN|35950|1,8,8,8,8,8,8
BROWN|35950|2,8,8,8,8,8,8
BROWN|35950|3,8,8,8,8,8,8
BROWN|35950|4,8,8,8,8,8,8
BROWN|35950|5,8,8,8,8,8,8
BROWN|35950|6,8,8,8,8,8,8
BROWN|35950|7,8,8,8,8,8,8
BROWN|35950|8,8,8,8,8,8,8
BROWN|35950|9,8,8,8,8,8,8
BROWN|35950|10,8,8,8,8,8,8
BROWN|35950|11,8,8,8,8,8,8
BROWN|35950|12,8,8,8,8,8,8
BROWN|35950|13,8,8,8,8,8,8
BROWN|35950|14,8,8,8,8,8,8
BROWN|35950|15,8,8,8,8,8,8
BROWN|35950|16,8,8,8,8,8,8
BROWN|35950|18,8,8,8,8,8,8
BROWN|36425|1,8,8,8,8,8,8
BROWN|36425|2,8,8,8,8,8,8
BROWN|42900|1,8,8,8,8,8,8
BROWN|42900|2,8,8,8,8,8,8
BROWN|42900|3,8,8,8,8,8,8
BROWN|42900|4,8,8,8,8,8,8
BROWN|42900|5,8,8,8,8,8,8
BROWN|42900|6,8,8,8,8,8,8
BROWN|42900|10,8,8,8,8,8,8
BROWN|42900|12,8,8,8,8,8,8
BROWN|43090|1,8,8,8,8,8,8
BROWN|43090|2,8,8,8,8,8,8
BROWN|43090|3,8,8,8,8,8,8
BROWN|43090|4,8,8,8,8,8,8
BROWN|43090|5,8,8,8,8,8,8
BROWN|43090|6,8,8,8,8,8,8
BROWN|43090|7,8,8,8,8,8,8
BROWN|43090|8,8,8,8,8,8,8
BROWN|43090|9,8,8,8,8,8,8
BROWN|43090|10,8,8,8,8,8,8
BROWN|54300|1,8,8,8,8,8,8
BROWN|54300|2,8,8,8,8,8,8
BROWN|56575|1,8,8,8,8,8,8
BROWN|56575|2,8,8,8,8,8,8
BROWN|56575|3,8,8,8,8,8,8
BROWN|63075|1,8,8,8,8,8,8
BROWN|63075|2,8,8,8,8,8,8
BROWN|63075|3,8,8,8,8,8,8
BROWN|65675|1,8,8,8,8,8,8
BROWN|65675|2,8,8,8,8,8,8
BROWN|65675|3,8,8,8,8,8,8
BROWN|65675|6,8,8,8,8,8,8
BROWN|68875|1,8,8,8,8,8,8
BROWN|68875|2,8,8,8,8,8,8
BROWN|68875|3,8,8,8,8,8,8
BROWN|72200|1,8,8,8,8,8,8
BROWN|72200|2,8,8,8,8,8,8
BROWN|72200|3,8,8,8,8,8,8
BROWN|72200|4,8,8,8,8,8,8
BROWN|77975|1,8,8,8,8,8,8
BROWN|77975|2,8,8,8,8,8,8
BROWN|77975|3,8,8,8,8,8,8
BROWN|77975|4,8,8,8,8,8,8
BROWN|77975|5,8,8,8,8,8,8
BROWN|77975|6,8,8,8,8,8,8
BROWN|77975|7,8,8,8,8,8,8
BROWN|77975|8,8,8,8,8,8,8
BROWN|89150|1,8,8,8,8,8,8
BROWN|89150|2,8,8,8,8,8,8
BROWN|89150|3,8,8,8,8,8,8
BROWN|89175|1,8,8,8,8,8,8
BROWN|89175|2,8,8,8,8,8,8
BROWN|89175|3,8,8,8,8,8,8
BUFFALO|1225|1,3,3,3,3,3,3
BUFFALO|1225|2,3,3,3,3,3,3
BUFFALO|1250|1,3,3,3,3,3,3
BUFFALO|6675|1,3,3,3,3,3,3
BUFFALO|11025|1,3,3,3,3,3,3
BUFFALO|11062|1,3,3,3,3,3,3
BUFFALO|12500|1,3,3,3,3,3,3
BUFFALO|16025|1,3,3,3,3,3,3
BUFFALO|17737|1,3,3,3,3,3,3
BUFFALO|20575|1,3,3,3,3,3,3
BUFFALO|26850|1,3,3,3,3,3,3
BUFFALO|26850|2,3,3,3,3,3,3
BUFFALO|29225|1,3,3,3,3,3,3
BUFFALO|29375|1,3,3,3,3,3,3
BUFFALO|44300|1,3,3,3,3,3,3
BUFFALO|50075|1,3,3,3,3,3,3
BUFFALO|52175|1,3,3,3,3,3,3
BUFFALO|53450|1,3,3,3,3,3,3
BUFFALO|53600|1,3,3,3,3,3,3
BUFFALO|53600|2,3,3,3,3,3,3
BUFFALO|53600|3,3,3,3,3,3,3
BUFFALO|53625|1,3,3,3,3,3,3
BUFFALO|53850|1,3,3,3,3,3,3
BUFFALO|55450|1,3,3,3,3,3,3
BUFFALO|55950|1,3,3,3,3,3,3
BUFFALO|55975|1,3,3,3,3,3,3
BUFFALO|84325|1,3,3,3,3,3,3
BURNETT|1900|1,7,7,7,7,7,7
BURNETT|8025|1,7,7,7,7,7,7
BURNETT|18750|1,7,7,7,7,7,7
BURNETT|19925|1,7,7,7,7,7,7
BURNETT|30450|1,7,7,7,7,7,7
BURNETT|30450|2,7,7,7,7,7,7
BURNETT|30450|3,7,7,7,7,7,7
BURNETT|30475|1,7,7,7,7,7,7
BURNETT|30475|2,7,7,7,7,7,7
BURNETT|30475|3,7,7,7,7,7,7
BURNETT|37650|1,7,7,7,7,7,7
BURNETT|40975|1,7,7,7,7,7,7
BURNETT|40975|2,7,7,7,7,7,7
BURNETT|44325|1,7,7,7,7,7,7
BURNETT|50650|1,7,7,7,7,7,7
BURNETT|50650|2,7,7,7,7,7,7
BURNETT|50650|3,7,7,7,7,7,7
BURNETT|59075|1,7,7,7,7,7,7
BURNETT|59075|2,7,7,7,7,7,7
BURNETT|69325|1,7,7,7,7,7,7
BURNETT|70225|1,7,7,7,7,7,7
BURNETT|71450|1,7,7,7,7,7,7
BURNETT|72225|1,7,7,7,7,7,7
BURNETT|72225|2,7,7,7,7,7,7
BURNETT|74175|1,7,7,7,7,7,7
BURNETT|74175|2,7,7,7,7,7,7
BURNETT|74200|1,7,7,7,7,7,7
BURNETT|74200|2,7,7,7,7,7,7
BURNETT|78775|1,7,7,7,7,7,7
BURNETT|78775|2,7,7,7,7,7,7
BURNETT|80375|1,7,7,7,7,7,7
BURNETT|80375|2,7,7,7,7,7,7
BURNETT|81500|1,7,7,7,7,7,7
BURNETT|84975|1,7,7,7,7,7,7
BURNETT|85025|1,7,7,7,7,7,7
BURNETT|85025|2,7,7,7,7,7,7
BURNETT|85850|1,7,7,7,7,7,7
BURNETT|85850|2,7,7,7,7,7,7
BURNETT|88900|1,7,7,7,7,7,7
BURNETT|88900|2,7,7,7,7,7,7
BURNETT|88900|3,7,7,7,7,7,7
CALUMET|2375|12,8,8,6,6,8,6
CALUMET|2375|13,8,8,6,6,8,6
CALUMET|2375|14,8,8,6,6,8,6
CALUMET|2375|26,8,8,6,6,8,6
CALUMET|2375|44,8,8,6,6,8,6
CALUMET|2375|45,8,8,6,6,8,6
CALUMET|2375|46,8,8,6,6,8,6
CALUMET|2375|47,8,8,6,6,8,6
CALUMET|9725|1,8,8,8,8,8,6
CALUMET|9725|2,8,8,8,8,8,6
CALUMET|9725|3,8,8,8,8,8,6
CALUMET|9725|4,8,8,8,8,8,6
CALUMET|9725|5,8,8,8,8,8,6
CALUMET|9750|1,8,8,8,8,8,6
CALUMET|9750|2,8,8,8,8,8,6
CALUMET|10350|1,6,8,6,6,8,6
CALUMET|10350|2,6,8,6,6,8,6
CALUMET|14000|1,8,8,6,6,8,6
CALUMET|14475|1,8,8,6,6,8,6
CALUMET|14475|2,8,8,6,6,8,6
CALUMET|14475|3,8,8,6,6,8,6
CALUMET|14475|4,8,8,6,6,8,6
CALUMET|14475|5,8,8,6,6,8,6
CALUMET|14500|1,8,8,6,6,8,6
CALUMET|14500|2,8,8,6,6,8,6
CALUMET|14500|3,8,8,6,6,8,6
CALUMET|32790|3,8,8,8,8,8,6
CALUMET|32790|4,8,8,6,6,8,6
CALUMET|32790|5,8,8,8,8,8,6
CALUMET|32790|6,8,8,8,8,8,6
CALUMET|32790|7,8,8,8,8,8,6
CALUMET|32790|8,8,8,8,8,8,6
CALUMET|32790|9,8,8,8,8,8,6
CALUMET|32790|10,8,8,8,8,8,6
CALUMET|32790|11,8,8,8,8,8,6
CALUMET|32790|12,8,8,6,6,8,6
CALUMET|32790|13,8,8,6,6,8,6
CALUMET|32790|14,8,8,6,6,8,6
CALUMET|32790|15,8,8,6,6,8,6
CALUMET|32790|16,8,8,6,6,8,6
CALUMET|32790|17,8,8,6,6,8,6
CALUMET|32790|18,8,8,6,6,8,6
CALUMET|32800|10,8,8,6,6,8,6
CALUMET|34575|1,8,8,6,6,8,6
CALUMET|34575|2,8,8,6,6,8,6
CALUMET|34575|3,8,8,6,6,8,6
CALUMET|38800|11,8,8,8,8,8,6
CALUMET|39525|7,6,8,6,6,6,6
CALUMET|39525|10,6,8,6,6,6,6
CALUMET|50825|16,8,8,6,6,8,6
CALUMET|50825|17,8,8,6,6,8,6
CALUMET|50825|18,8,8,6,6,8,6
CALUMET|50825|19,8,8,6,6,8,6
CALUMET|50825|20,8,8,6,6,8,6
CALUMET|56800|1,6,8,6,6,6,6
CALUMET|56800|2,6,8,6,6,6,6
CALUMET|56800|3,6,8,6,6,8,6
CALUMET|56800|4,6,8,6,6,6,6
CALUMET|56800|5,6,8,6,6,6,6
CALUMET|56825|1,6,8,6,6,8,6
CALUMET|56825|2,6,8,6,6,6,6
CALUMET|56825|3,6,8,6,6,6,6
CALUMET|64675|1,8,8,6,6,8,6
CALUMET|66275|1,8,8,6,6,8,6
CALUMET|73525|1,8,8,6,6,8,6
CALUMET|73525|2,8,8,6,6,8,6
CALUMET|73525|3,8,8,6,6,8,6
CALUMET|73525|4,8,8,6,6,8,6
CALUMET|73525|5,8,8,6,6,8,6
CALUMET|77400|1,8,8,6,6,8,6
CALUMET|77425|1,8,8,6,6,8,6
CALUMET|77425|2,8,8,6,6,8,6
CALUMET|77425|3,8,8,6,6,8,6
CALUMET|89000|1,8,8,8,8,8,6
CHIPPEWA|2175|1,7,7,7,7,7,7
CHIPPEWA|2175|2,7,7,7,7,7,7
CHIPPEWA|2175|3,7,7,7,7,7,7
CHIPPEWA|2175|4,7,7,7,7,7,7
CHIPPEWA|3075|1,7,7,7,7,7,7
CHIPPEWA|3725|1,7,7,7,7,7,7
CHIPPEWA|7525|1,7,7,7,7,7,7
CHIPPEWA|8225|1,7,7,7,7,7,7
CHIPPEWA|8225|2,7,7,7,7,7,7
CHIPPEWA|8225|3,7,7,7,7,7,7
CHIPPEWA|8225|4,7,7,7,7,7,7
CHIPPEWA|8250|1,7,7,7,7,7,7
CHIPPEWA|8250|2,7,7,7,7,7,7
CHIPPEWA|9075|1,7,3,7,7,7,7
CHIPPEWA|11750|1,7,3,7,7,3,7
CHIPPEWA|11750|2,7,3,7,7,3,7
CHIPPEWA|11750|3,7,3,7,7,3,7
CHIPPEWA|14575|1,3,3,7,3,7,7
CHIPPEWA|14575|2,3,3,7,3,7,7
CHIPPEWA|14575|3,3,3,7,3,7,7
CHIPPEWA|14575|4,3,3,7,3,7,7
CHIPPEWA|14575|5,3,3,7,3,7,7
CHIPPEWA|14575|6,3,3,7,3,7,7
CHIPPEWA|14575|7,3,3,7,3,7,7
CHIPPEWA|14575|8,3,3,7,3,3,7
CHIPPEWA|14575|9,3,3,7,3,7,7
CHIPPEWA|14575|10,3,3,7,3,3,7
CHIPPEWA|15350|1,7,7,7,7,7,7
CHIPPEWA|16125|1,7,7,7,7,7,7
CHIPPEWA|16800|1,7,7,7,7,7,7
CHIPPEWA|17100|1,7,7,7,7,7,7
CHIPPEWA|17100|2,7,7,7,7,7,7
CHIPPEWA|17100|3,7,7,7,7,7,7
CHIPPEWA|17100|4,7,7,7,7,7,7
CHIPPEWA|19625|1,7,7,7,7,7,7
CHIPPEWA|21600|1,7,7,7,7,7,7
CHIPPEWA|21600|2,7,7,7,7,7,7
CHIPPEWA|21600|3,7,7,7,7,7,7
CHIPPEWA|21600|4,7,7,7,7,7,7
CHIPPEWA|21600|5,7,7,7,7,7,7
CHIPPEWA|22300|16,3,3,7,3,3,7
CHIPPEWA|22300|40,3,3,7,3,3,7
CHIPPEWA|22300|41,3,3,7,3,3,7
CHIPPEWA|22750|1,3,3,7,3,3,7
CHIPPEWA|22750|2,3,3,7,3,3,7
CHIPPEWA|24375|1,7,7,7,7,7,7
CHIPPEWA|29700|1,7,7,7,7,7,7
CHIPPEWA|29700|2,7,7,7,7,7,7
CHIPPEWA|29700|3,7,7,7,7,7,7
CHIPPEWA|32125|1,3,3,7,3,3,7
CHIPPEWA|36000|1,3,3,7,7,7,7
CHIPPEWA|40900|1,3,3,7,3,3,7
CHIPPEWA|40900|2,3,3,7,3,3,7
CHIPPEWA|40900|3,3,3,7,3,3,7
CHIPPEWA|40900|4,3,3,7,3,3,7
CHIPPEWA|40900|5,3,3,7,3,3,7
CHIPPEWA|40900|6,3,3,7,3,3,7
CHIPPEWA|40900|7,3,3,7,3,3,7
CHIPPEWA|40900|8,3,3,7,3,3,7
CHIPPEWA|40900|9,3,3,7,3,3,7
CHIPPEWA|41525|1,3,3,7,3,3,7
CHIPPEWA|41525|2,3,3,7,3,3,7
CHIPPEWA|41525|3,3,3,7,3,3,7
CHIPPEWA|41525|4,3,3,7,3,3,7
CHIPPEWA|41525|5,3,3,7,3,3,7
CHIPPEWA|41525|6,3,3,7,3,3,7
CHIPPEWA|41525|7,3,3,7,3,3,7
CHIPPEWA|41525|8,3,3,7,3,3,7
CHIPPEWA|41525|16,3,3,7,3,3,7
CHIPPEWA|41550|1,7,7,7,7,7,7
CHIPPEWA|41550|2,7,7,7,7,7,7
CHIPPEWA|56350|1,7,7,7,7,7,7
CHIPPEWA|69975|1,7,7,7,7,7,7
CHIPPEWA|71275|1,7,7,7,7,7,7
CHIPPEWA|73875|1,7,3,7,3,3,7
